customer_id,disbursed_amount,interest,market,employment,time_employed,householder,income,date_issued,target,loan_purpose,number_open_accounts,date_last_payment,number_credit_lines_12
3872,14400,12.9865,C,Bus driver,>5 years,MORTGAGE,83300,2015-11-13,0,Debt consolidation,16,2016-01-27,
3873,15200,15.8013,C,Nurse,>5 years,MORTGAGE,35340,2012-12-12,0,Debt consolidation,19,2016-01-20,
3874,9800,8.6198,B,Accountant,>5 years,RENT,50960,2015-08-25,0,Debt consolidation,17,2016-01-23,
3875,9000,7.6533,A,Software developer,<=5 years,MORTGAGE,65340,2015-09-27,0,Debt consolidation,6,2015-12-18,
3876,10780,14.5173,D,Civil Servant,<=5 years,RENT,31680,2014-10-16,0,Debt consolidation,6,2015-10-27,
3877,11160,6.4796,A,Civil Servant,<=5 years,RENT,60760,2015-03-23,0,Debt consolidation,19,2016-01-10,
3878,31850,10.0009,B,Secretary,>5 years,MORTGAGE,112700,2013-11-01,0,Debt consolidation,28,2015-08-16,
3879,5820,10.5468,B,Other,<=5 years,RENT,22080,2015-12-03,0,Debt consolidation,9,2016-01-03,
3880,15640,5.8656,A,Taxi driver,>5 years,MORTGAGE,110400,2015-07-26,0,Debt consolidation,15,2016-01-21,
3881,8370,8.366,A,Teacher,>5 years,MORTGAGE,46000,2013-11-05,0,Debt consolidation,11,2016-01-13,
3882,32900,10.7702,B,Taxi driver,>5 years,MORTGAGE,144000,2014-03-21,0,Debt consolidation,11,2015-12-17,
3883,16285.5,10.9172,B,Teacher,<=5 years,MORTGAGE,35400,2013-02-24,0,Debt consolidation,12,2015-06-17,
3884,33950,17.2186,D,Dentist,>5 years,MORTGAGE,100800,2014-09-18,0,Debt consolidation,11,2015-12-08,
3885,8245,12.4704,C,Civil Servant,<=5 years,MORTGAGE,81900,2014-08-18,0,Home improvements,16,2015-06-25,
3886,23520,6.8502,A,Statistician,<=5 years,MORTGAGE,82800,2015-02-27,0,Debt consolidation,22,2016-01-09,
3887,1900,7.4955,A,,,RENT,8948.8,2015-08-19,0,Other,10,2015-12-15,
3888,9628.5,13.4757,C,Other,>5 years,RENT,33320,2014-07-19,0,Debt consolidation,10,2014-11-13,
3889,19656,15.41,D,,,RENT,46560,2015-11-26,0,Debt consolidation,8,2015-12-16,
3890,11160,12.3093,C,Other,>5 years,OWNER,52440,2015-10-17,0,Debt consolidation,16,2016-01-13,
3891,14880,16.219,D,Dentist,>5 years,OWNER,86715,2015-04-20,0,Debt consolidation,10,2015-12-09,
3892,15840,8.8032,B,Statistician,<=5 years,RENT,38800,2015-09-26,0,Debt consolidation,16,2016-01-27,
3893,11281.25,22.7905,E,Software developer,<=5 years,RENT,30360,2015-08-24,0,Debt consolidation,7,2016-01-11,
3894,1786,6.6339,A,Secretary,<=5 years,RENT,25440,2011-04-05,0,Other,13,2012-05-11,
3895,12043.5,17.57,D,,,RENT,30132,2015-10-03,0,Debt consolidation,9,2016-01-12,
3896,27440,16.6915,D,Dentist,>5 years,MORTGAGE,137200,2014-03-25,0,Debt consolidation,18,2016-01-14,
3897,2090,12.5631,C,Taxi driver,<=5 years,MORTGAGE,42300,2015-08-21,0,Other,13,2015-10-04,
3898,11760,11.9301,C,Bus driver,<=5 years,RENT,45500,2010-04-23,0,Other,11,2013-05-05,
3899,29952,13.3966,C,,,RENT,68355,2015-11-15,0,Debt consolidation,5,2016-01-02,
3900,25220,9.5904,B,Accountant,>5 years,RENT,109200,2015-04-12,0,Debt consolidation,9,2016-01-25,
3901,6825,9.8952,B,Dentist,<=5 years,MORTGAGE,57600,2015-12-19,0,Debt consolidation,14,2013-10-13,2
3902,29400,9.0155,B,Nurse,>5 years,RENT,92640,2014-11-07,0,Debt consolidation,13,2016-01-17,
3903,11880,10.4405,B,,,MORTGAGE,25650,2015-04-24,0,Debt consolidation,13,2015-10-09,
3904,4850,16.2,C,Accountant,>5 years,MORTGAGE,123750,2013-11-12,0,Debt consolidation,19,2016-01-03,
3905,24000,14.8239,D,Software developer,>5 years,MORTGAGE,71280,2014-09-09,0,Debt consolidation,14,2016-01-10,
3906,17578,8.099,A,Accountant,<=5 years,MORTGAGE,86000,2012-12-08,0,Debt consolidation,16,2015-06-18,
3907,4600,22.876,E,Other,>5 years,RENT,106700,2013-08-10,0,Health,9,2014-09-11,
3908,5488,7.8528,B,Bus driver,>5 years,MORTGAGE,105840,2015-04-01,0,Debt consolidation,11,2016-01-05,
3909,11640,23.8392,E,Software developer,>5 years,RENT,83700,2013-09-03,0,Debt consolidation,11,2014-12-09,
3910,13650,18.0386,E,Civil Servant,>5 years,MORTGAGE,118080,2015-09-08,0,Debt consolidation,16,2016-01-11,
3911,1960,12.4047,C,Taxi driver,>5 years,OWNER,38400,2008-12-07,0,Other,5,2010-05-16,
3912,3000,11.0304,B,Statistician,>5 years,MORTGAGE,45590,2015-11-17,0,Home improvements,12,2016-01-11,
3913,14652,9.99,B,Other,>5 years,MORTGAGE,35890,2015-08-23,0,Debt consolidation,16,2016-01-19,
3914,9500,14.8401,C,Statistician,>5 years,MORTGAGE,100000,2014-07-01,0,Debt consolidation,20,2016-01-17,
3915,21840,14.65,C,Secretary,>5 years,MORTGAGE,81900,2012-05-12,0,Debt consolidation,11,2014-04-16,
3916,12672,10.4405,B,Teacher,>5 years,OWNER,34300,2014-03-24,0,Debt consolidation,13,2016-01-24,
3917,9300,7.4166,A,Nurse,<=5 years,MORTGAGE,64400,2015-07-19,0,Debt consolidation,10,2016-01-24,
3918,4800,13.4304,C,Civil Servant,>5 years,MORTGAGE,54520,2015-08-03,0,Other,7,2016-01-03,
3919,25000,9.408,B,Teacher,>5 years,MORTGAGE,73623,2015-12-25,0,Home improvements,10,2015-12-22,1
3920,23250,23.1168,E,Taxi driver,<=5 years,MORTGAGE,70560,2014-04-12,1,Home improvements,13,2016-01-12,
3921,11750,9.541,B,Dentist,<=5 years,RENT,112700,2014-10-22,0,Debt consolidation,7,2016-01-17,
3922,23760,9.272,B,Teacher,<=5 years,RENT,94050,2012-03-02,0,Debt consolidation,17,2014-10-16,
3923,29100,7.4955,A,Dentist,<=5 years,RENT,113490,2015-06-04,0,Debt consolidation,17,2016-01-21,
3924,7840,11.3928,B,Dentist,<=5 years,RENT,30720,2013-07-05,0,Debt consolidation,10,2016-01-02,
3925,2880,8.8949,B,Taxi driver,>5 years,MORTGAGE,33660,2015-04-16,0,Debt consolidation,7,2016-01-03,
3926,27360,6.2953,A,Accountant,<=5 years,OWNER,82800,2014-10-17,0,Debt consolidation,11,2015-12-06,
3927,12220,10.3306,B,Taxi driver,>5 years,MORTGAGE,76950,2014-10-12,0,Debt consolidation,25,2016-01-25,
3928,19800,6.0357,A,Taxi driver,>5 years,OWNER,55440,2015-02-02,0,Other,12,2016-01-22,
3929,7920,12.0442,C,,,OWNER,42300,2015-10-26,0,Debt consolidation,8,2015-12-08,
3930,23250,7.8866,A,Statistician,>5 years,MORTGAGE,155820,2014-08-11,0,Debt consolidation,11,2016-01-17,
3931,11040,12.8708,C,Statistician,>5 years,MORTGAGE,86000,2015-10-11,0,Other,9,2015-12-26,
3932,14400,6.6833,A,Dentist,<=5 years,RENT,74620,2015-09-07,0,Debt consolidation,20,2016-01-09,
3933,2252.25,13.4757,C,Other,>5 years,RENT,43914.6,2014-07-13,0,Debt consolidation,6,2016-01-15,
3934,34650,12.2636,C,Other,>5 years,MORTGAGE,110000,2015-06-10,0,Debt consolidation,22,2016-01-14,
3935,15000,12.1153,B,Teacher,>5 years,MORTGAGE,77600,2014-03-11,0,Debt consolidation,11,2015-06-26,
3936,5580,15.3915,D,Accountant,>5 years,MORTGAGE,91200,2015-07-01,0,Home improvements,23,2010-03-13,
3937,4650,12.6635,C,Other,<=5 years,MORTGAGE,101850,2015-10-13,0,Debt consolidation,10,2016-01-15,
3938,20580,10.5504,B,,,MORTGAGE,66930,2014-08-15,0,Debt consolidation,13,2015-12-03,
3939,20543.25,12.558,C,Software developer,>5 years,MORTGAGE,123750,2014-02-08,0,Debt consolidation,14,2016-01-01,
3940,4752,10.32,B,Software developer,<=5 years,RENT,34920,2010-08-23,0,Health,5,2013-08-23,
3941,5301,14.65,C,Nurse,<=5 years,RENT,24000,2015-06-17,0,Debt consolidation,10,2016-01-09,
3942,10000,16.0535,D,Secretary,>5 years,MORTGAGE,56420,2015-08-18,0,Debt consolidation,23,2015-12-04,
3943,12276,10.906,B,Accountant,<=5 years,MORTGAGE,38824,2009-08-13,0,Debt consolidation,23,2011-01-12,
3944,13160,11.9508,C,Nurse,<=5 years,RENT,49140,2014-11-06,0,Debt consolidation,11,2016-01-10,
3945,2115,17.76,D,,,MORTGAGE,31920,2013-12-16,0,Debt consolidation,10,2016-01-19,
3946,1920,10.8976,B,Civil Servant,<=5 years,RENT,49005,2010-06-24,0,Debt consolidation,12,2012-11-15,
3947,15840,8.811,A,Taxi driver,>5 years,MORTGAGE,56400,2013-07-22,0,Debt consolidation,14,2016-01-25,
3948,19400,17.6607,E,Bus driver,>5 years,RENT,49500,2015-12-08,0,Debt consolidation,23,2016-01-27,
3949,28105.75,13.0014,C,Dentist,<=5 years,RENT,65340,2014-10-17,0,Debt consolidation,12,2015-06-16,
3950,24000,13.1506,C,Bus driver,>5 years,OWNER,53760,2015-10-03,0,Debt consolidation,10,2016-01-02,
3951,14996,27.88,E,Statistician,>5 years,OWNER,44640,2015-08-21,0,Debt consolidation,10,2016-01-23,
3952,11833.5,13.6245,C,,,MORTGAGE,31040,2015-04-20,0,Debt consolidation,10,2016-01-23,
3953,15066,16.8672,D,Teacher,>5 years,RENT,40950,2015-11-22,0,Debt consolidation,10,2016-01-08,
3954,19200,8.8949,B,Statistician,>5 years,MORTGAGE,63700,2014-07-04,0,Debt consolidation,7,2015-10-06,
3955,7735,11.9508,B,Teacher,>5 years,OWNER,62720,2013-10-15,0,Debt consolidation,11,2014-01-18,
3956,13248,11.8017,C,Statistician,<=5 years,RENT,69580,2015-03-02,0,Other,9,2015-12-07,
3957,33950,14.0184,C,Statistician,<=5 years,MORTGAGE,193060,2014-03-26,0,Debt consolidation,13,2015-07-09,
3958,18200,10.4405,B,Software developer,>5 years,OWNER,115915,2014-02-03,0,Debt consolidation,9,2014-03-04,
3959,14720,12.0442,C,Taxi driver,<=5 years,RENT,108000,2008-04-12,0,Debt consolidation,4,2011-04-03,
3960,23253,10.1108,B,Civil Servant,>5 years,MORTGAGE,104760,2015-07-06,0,Debt consolidation,13,2016-01-22,
3961,6483.75,20.1069,D,Bus driver,>5 years,RENT,52800,2013-08-15,0,Debt consolidation,9,2015-01-01,
3962,15470,13.4304,C,Civil Servant,<=5 years,MORTGAGE,78528,2015-09-19,0,Debt consolidation,6,2016-01-10,
3963,6552,19.11,E,Teacher,<=5 years,RENT,57960,2013-11-10,0,Debt consolidation,9,2014-05-25,
3964,20000,10.64,B,Software developer,>5 years,MORTGAGE,102742.5,2013-08-24,0,Debt consolidation,14,2015-11-16,
3965,9800,13.7655,C,,,RENT,22167.3,2014-08-07,0,Debt consolidation,6,2015-09-25,
3966,1092,6.422,A,,<=5 years,RENT,27900,2010-03-07,0,Other,13,2010-05-16,
3967,9200,15.1417,C,Dentist,>5 years,MORTGAGE,71280,2014-02-10,0,Debt consolidation,14,2015-03-10,
3968,9600,11.9904,B,Teacher,>5 years,RENT,48760,2014-02-04,0,Debt consolidation,7,2015-09-25,
3969,15097.5,12.7309,C,Civil Servant,>5 years,MORTGAGE,59400,2015-04-15,0,Debt consolidation,16,2015-12-09,
3970,14700,14.8295,D,Teacher,<=5 years,RENT,86480,2014-06-07,0,Debt consolidation,10,2015-12-21,
3971,9300,8.188,A,Statistician,>5 years,MORTGAGE,67200,2014-03-05,0,Debt consolidation,18,2016-01-04,
3972,9310,7.8897,B,Secretary,>5 years,MORTGAGE,80000,2015-02-19,0,Debt consolidation,11,2016-01-13,
3973,14700,12.9865,B,Statistician,<=5 years,MORTGAGE,79540,2012-04-08,0,Debt consolidation,10,2013-03-04,
3974,9600,15.6308,D,,,OWNER,34000,2015-03-16,0,Debt consolidation,10,2016-01-27,
3975,5640,10.99,B,Software developer,>5 years,RENT,36660,2015-08-12,0,Debt consolidation,16,2015-12-19,
3976,32200,9.1908,B,Other,<=5 years,MORTGAGE,171080,2015-09-08,0,Home improvements,8,2016-01-02,
3977,5642,21.28,E,,,OWNER,43650,2013-10-04,0,Other,6,2016-01-18,
3978,14880,12.2213,C,Bus driver,>5 years,RENT,66640,2011-03-18,0,Debt consolidation,22,2014-07-03,
3979,18200,11.8655,B,Teacher,>5 years,RENT,102900,2014-04-09,0,Debt consolidation,15,2016-01-03,
3980,22750,13.3966,C,Nurse,<=5 years,MORTGAGE,77350,2015-12-02,0,Debt consolidation,10,2016-01-18,
3981,9500,10.626,B,,>5 years,MORTGAGE,144000,2013-08-17,0,Debt consolidation,18,2016-01-09,
3982,16380,11.55,B,Taxi driver,>5 years,MORTGAGE,56400,2013-07-07,0,Debt consolidation,17,2015-08-08,
3983,13860,8.5281,B,Nurse,>5 years,MORTGAGE,88200,2014-06-08,0,Debt consolidation,15,2015-02-01,
3984,22560,12.8601,B,Nurse,>5 years,MORTGAGE,72750,2014-03-08,0,Debt consolidation,10,2015-12-08,
3985,7600,13.3269,C,Teacher,<=5 years,MORTGAGE,52080,2013-01-10,0,Debt consolidation,13,2016-01-23,
3986,14250,11.6755,C,Dentist,<=5 years,MORTGAGE,33670,2015-10-24,0,Debt consolidation,6,2016-01-26,
3987,19400,19.136,E,Nurse,>5 years,RENT,110421,2013-07-21,0,Debt consolidation,10,2016-01-06,
3988,12648,14.9477,D,,,RENT,49000,2015-11-18,0,Debt consolidation,6,2016-01-01,
3989,10450,15.557,D,Teacher,<=5 years,RENT,36000,2015-07-05,0,Debt consolidation,8,2015-12-02,
3990,24320,10.2802,B,Teacher,<=5 years,OWNER,91000,2014-11-03,0,Debt consolidation,14,2015-10-17,
3991,12350,6.6792,A,Secretary,>5 years,MORTGAGE,105600,2015-07-14,0,Debt consolidation,10,2016-01-22,
3992,24500,10.3306,B,Taxi driver,>5 years,OWNER,59400,2015-02-16,0,Debt consolidation,11,2016-01-22,
3993,7840,10.1108,B,Nurse,<=5 years,MORTGAGE,29925,2014-01-04,0,Debt consolidation,16,2016-01-24,
3994,7440,10.626,B,Software developer,>5 years,MORTGAGE,79900,2013-09-03,0,Debt consolidation,10,2016-01-22,
3995,14100,8.7115,B,Civil Servant,<=5 years,MORTGAGE,72750,2015-11-20,0,Debt consolidation,7,2016-01-15,
3996,13950,8.5281,B,Nurse,>5 years,RENT,87220,2015-09-15,0,Debt consolidation,29,2015-12-19,
3997,9500,13.7376,C,,,MORTGAGE,45000,2015-01-04,0,Home improvements,6,2015-03-17,
3998,8820,14.7936,D,,,MORTGAGE,73500,2015-12-05,0,Home improvements,15,2016-01-09,
3999,13315.5,17.86,D,Other,<=5 years,MORTGAGE,39060,2015-06-21,0,Debt consolidation,10,2016-01-14,
4000,8000,8.0262,A,Civil Servant,>5 years,MORTGAGE,81600,2015-01-22,0,Debt consolidation,7,2016-01-01,
4001,27300,9.4905,B,Dentist,<=5 years,MORTGAGE,90250,2015-07-11,0,Debt consolidation,14,2016-01-06,
4002,5460,13.1412,C,Civil Servant,<=5 years,MORTGAGE,70500,2014-01-11,0,Holidays,14,2016-01-20,
4003,18400,8.544,A,Taxi driver,<=5 years,RENT,97650,2014-03-11,0,Debt consolidation,9,2016-01-19,
4004,9300,10.3851,B,Civil Servant,<=5 years,MORTGAGE,107000,2014-11-20,0,Debt consolidation,15,2016-01-27,
4005,9200,10.4716,B,Civil Servant,>5 years,OWNER,56260,2012-08-25,0,Debt consolidation,8,2015-08-13,
4006,11640,13.0014,C,Statistician,>5 years,MORTGAGE,76260,2014-08-23,0,Debt consolidation,10,2015-02-24,
4007,3760,7.5744,A,,,MORTGAGE,67320,2015-03-07,0,Debt consolidation,12,2016-01-18,
4008,5820,8.6198,B,Statistician,>5 years,MORTGAGE,44365.5135,2014-10-14,0,Debt consolidation,6,2016-01-16,
4009,32900,13.98,C,Dentist,>5 years,MORTGAGE,91000,2014-09-13,0,Debt consolidation,14,2016-01-26,
4010,17249,11.1507,B,Bus driver,<=5 years,MORTGAGE,49000,2015-01-22,0,Debt consolidation,8,2016-01-14,
4011,9751.5,12.1923,B,Civil Servant,<=5 years,MORTGAGE,49140,2012-05-17,0,Debt consolidation,15,2013-02-10,
4012,8820,5.32,A,Statistician,<=5 years,MORTGAGE,93100,2015-08-18,0,Debt consolidation,10,2016-01-02,
4013,8910,8.8361,B,Dentist,<=5 years,RENT,46500,2013-08-16,0,Debt consolidation,13,2015-12-22,
4014,4000,16.4836,E,Teacher,<=5 years,RENT,41983.2,2010-09-19,0,Other,6,2011-08-14,
4015,2790,15.2559,D,Civil Servant,<=5 years,RENT,62720,2015-11-13,0,Other,7,2016-01-22,
4016,14550,7.8528,B,Software developer,<=5 years,RENT,39600,2015-09-18,0,Debt consolidation,9,2016-01-19,
4017,15470,23.4,E,Statistician,<=5 years,RENT,48760,2013-10-03,0,Debt consolidation,11,2015-01-13,
4018,2376,18.7392,D,Accountant,<=5 years,MORTGAGE,37200,2013-08-19,0,Other,11,2015-07-12,
4019,5652.5,13.7102,C,Statistician,>5 years,MORTGAGE,33250,2015-04-11,0,Debt consolidation,4,2015-12-12,
4020,6000,17.885,E,Taxi driver,>5 years,MORTGAGE,44590,2015-06-26,0,Debt consolidation,13,2015-10-17,
4021,32200,12.5672,C,Taxi driver,<=5 years,RENT,123750,2014-12-27,0,Home improvements,6,2016-01-14,
4022,11160,11.1504,B,Teacher,<=5 years,RENT,66445,2013-03-08,0,Debt consolidation,10,2015-07-01,
4023,32670,17.2186,D,Software developer,>5 years,MORTGAGE,125550,2015-12-01,0,Debt consolidation,9,2016-01-15,
4024,6930,18.734,D,Software developer,<=5 years,MORTGAGE,47500,2012-12-26,0,Debt consolidation,11,2013-12-27,
4025,14550,7.3402,A,Bus driver,<=5 years,MORTGAGE,121458,2015-12-03,0,Debt consolidation,18,2016-01-04,1
4026,18400,11.7564,B,Accountant,>5 years,MORTGAGE,58800,2013-06-20,0,Debt consolidation,7,2016-01-23,
4027,7520,7.6349,A,Accountant,<=5 years,MORTGAGE,37440,2014-07-10,0,Debt consolidation,13,2016-01-23,
4028,7425,16.4803,D,Dentist,>5 years,OWNER,46184,2015-04-25,0,Home improvements,17,2016-01-22,
4029,27300,20.5995,E,Dentist,<=5 years,MORTGAGE,145040,2014-10-21,0,Debt consolidation,5,2016-01-21,
4030,13720,7.4438,B,Nurse,>5 years,RENT,43240,2015-05-03,0,Debt consolidation,10,2016-01-25,
4031,14550,12.2402,B,Taxi driver,<=5 years,MORTGAGE,73260,2014-03-01,0,Debt consolidation,11,2016-01-16,
4032,7360,12.1422,C,Teacher,>5 years,OWNER,49470,2014-11-08,0,Debt consolidation,16,2015-12-02,
4033,5544,11.3199,B,Civil Servant,<=5 years,MORTGAGE,80980.8,2014-09-22,0,Debt consolidation,16,2016-01-19,
4034,33600,14.9408,C,Nurse,>5 years,MORTGAGE,216960,2013-12-10,0,Debt consolidation,15,2015-12-13,
4035,11904,9.5648,B,Bus driver,>5 years,MORTGAGE,63700,2012-05-25,0,Debt consolidation,9,2014-04-13,
4036,6187,10.9535,B,Teacher,<=5 years,RENT,47040,2015-07-25,0,Debt consolidation,12,2015-12-13,
4037,25650,11.1841,B,Bus driver,>5 years,MORTGAGE,109250,2015-09-08,0,Debt consolidation,14,2015-12-11,
4038,20160,13.1412,C,Bus driver,<=5 years,MORTGAGE,134400,2014-10-08,0,Debt consolidation,12,2016-01-14,
4039,8730,10.9698,B,Accountant,>5 years,OWNER,135800,2014-07-01,0,Other,12,2016-01-20,
4040,22025.5,11.2706,B,Statistician,>5 years,MORTGAGE,58590,2013-12-23,0,Debt consolidation,16,2016-01-15,
4041,3420,19.1296,D,Secretary,<=5 years,RENT,46560,2013-07-15,0,Other,8,2014-04-17,
4042,17100,9.1744,B,Statistician,<=5 years,RENT,50220,2015-12-04,1,Debt consolidation,4,2014-12-13,1
4043,19400,17.8506,E,Bus driver,<=5 years,OWNER,77350,2015-12-10,0,Debt consolidation,27,2016-01-14,
4044,9500,7.52,A,Accountant,>5 years,MORTGAGE,41710,2009-06-03,0,Debt consolidation,11,2010-10-13,
4045,10829,12.9301,C,Other,>5 years,RENT,44100,2015-04-01,0,Debt consolidation,6,2016-01-16,
4046,15883.75,6.68,A,Nurse,<=5 years,RENT,58800,2015-05-06,0,Debt consolidation,8,2016-01-08,
4047,5700,13.6992,C,Bus driver,<=5 years,MORTGAGE,61594.83,2011-10-08,0,Debt consolidation,9,2014-11-14,
4048,18600,10.6197,B,Accountant,>5 years,RENT,91200,2014-06-21,0,Debt consolidation,9,2014-12-15,
4049,9900,19.1296,E,Statistician,<=5 years,MORTGAGE,45600,2014-06-03,0,Debt consolidation,10,2015-12-22,
4050,7614,11.53,B,Accountant,<=5 years,RENT,47500,2015-03-05,0,Other,5,2015-12-22,
4051,9588,16.49,D,Secretary,<=5 years,OWNER,34125,2015-01-09,0,Home improvements,8,2016-01-21,
4052,5000,11.9988,B,Dentist,>5 years,OWNER,16320,2012-10-24,0,Debt consolidation,8,2015-10-13,
4053,7600,13.6152,C,Taxi driver,<=5 years,RENT,49400,2014-03-06,0,Debt consolidation,14,2016-01-11,
4054,11040,12.4704,C,,,RENT,43650,2014-11-27,0,Debt consolidation,6,2016-01-20,
4055,12231.25,19.7901,E,Dentist,>5 years,MORTGAGE,69920,2014-11-25,0,Other,8,2015-11-23,
4056,13580,13.9175,C,Civil Servant,>5 years,MORTGAGE,103872,2015-07-16,0,Debt consolidation,19,2016-01-25,
4057,23520,13.5606,C,Nurse,>5 years,MORTGAGE,100000,2014-09-18,0,Debt consolidation,12,2015-12-20,
4058,21461.25,15.8884,C,Taxi driver,<=5 years,MORTGAGE,72800,2013-05-05,0,Debt consolidation,16,2015-12-09,
4059,4700,12.1824,C,Accountant,>5 years,MORTGAGE,42570,2015-09-16,0,Debt consolidation,6,2016-01-13,
4060,10640,14.8239,D,Other,>5 years,RENT,49470,2014-08-10,0,Debt consolidation,10,2016-01-10,
4061,940,14.4987,D,Taxi driver,<=5 years,RENT,41710,2014-12-19,0,Debt consolidation,12,2016-01-25,
4062,13225,16.7808,D,Civil Servant,>5 years,RENT,31680,2014-10-13,0,Other,16,2016-01-05,
4063,17199,10.2207,B,Civil Servant,<=5 years,RENT,41160,2014-09-18,0,Debt consolidation,10,2016-01-21,
4064,23040,12.7167,B,Statistician,>5 years,MORTGAGE,109480,2013-02-23,0,Debt consolidation,25,2015-01-19,
4065,11760,12.8498,C,Teacher,>5 years,RENT,102084.64,2015-11-25,0,Debt consolidation,17,2016-01-09,
4066,11900,12.977,C,Software developer,>5 years,MORTGAGE,76000,2015-01-08,0,Debt consolidation,14,2016-01-27,
4067,11280,11.8346,C,Accountant,<=5 years,RENT,62370,2015-12-04,0,Debt consolidation,7,2016-01-23,3
4068,33600,19.19,E,Other,<=5 years,MORTGAGE,136500,2015-07-17,0,Debt consolidation,9,2016-01-19,
4069,28896,11.5526,C,Statistician,<=5 years,OWNER,59607.9,2015-06-20,0,Debt consolidation,28,2016-01-26,
4070,15504,12.99,B,Bus driver,<=5 years,MORTGAGE,47840,2013-10-18,0,Debt consolidation,8,2016-01-09,
4071,7150,12.6003,C,,,RENT,25128,2014-07-26,0,Debt consolidation,7,2016-01-15,
4072,9700,18.5721,D,Civil Servant,>5 years,RENT,52380,2014-01-01,0,Debt consolidation,11,2015-10-11,
4073,15197,17.155,E,Nurse,<=5 years,RENT,40000,2015-03-20,0,Debt consolidation,12,2016-01-15,
4074,9900,13.6152,C,Accountant,<=5 years,OWNER,69750,2014-03-01,0,Holidays,6,2014-07-26,
4075,15200,16.7972,D,Nurse,<=5 years,MORTGAGE,41580,2015-01-06,0,Debt consolidation,6,2015-06-20,
4076,19600,14.3632,D,Statistician,>5 years,RENT,90090,2011-01-27,0,Debt consolidation,13,2014-01-12,
4077,21840,15.9642,C,Dentist,<=5 years,RENT,291000,2013-04-08,0,Debt consolidation,10,2016-01-01,
4078,18800,9.49,B,Teacher,>5 years,MORTGAGE,73600,2015-01-11,0,Debt consolidation,11,2016-01-01,
4079,22924.5,12.4704,C,Taxi driver,>5 years,MORTGAGE,65592.32,2014-08-18,0,Debt consolidation,18,2015-01-19,
4080,4550,8.8032,B,Nurse,>5 years,MORTGAGE,80000,2015-07-12,0,Other,8,2016-01-09,
4081,14798,19.5207,E,Other,>5 years,RENT,58200,2015-10-22,0,Debt consolidation,14,2016-01-15,
4082,8550.5,15.9887,D,Dentist,<=5 years,RENT,62720,2015-10-02,0,Debt consolidation,13,2016-01-08,
4083,9300,12.8498,B,Dentist,<=5 years,RENT,27900,2013-11-03,0,Debt consolidation,6,2015-10-04,
4084,27048,16.6258,D,Dentist,<=5 years,OWNER,100000,2014-11-23,0,Debt consolidation,23,2016-01-11,
4085,5640,11.6303,C,Civil Servant,<=5 years,RENT,41400,2015-12-04,0,Debt consolidation,6,2016-01-14,
4086,18200,7.62,A,,,RENT,87360,2013-10-05,0,Debt consolidation,18,2016-01-17,
4087,11880,7.9764,B,Software developer,>5 years,OWNER,78200,2014-11-06,0,Debt consolidation,6,2016-01-08,
4088,29700,10.9824,B,Nurse,<=5 years,RENT,59800,2015-01-10,0,Debt consolidation,23,2015-12-14,
4089,6000,14.3472,C,Taxi driver,<=5 years,RENT,35805,2014-04-12,0,Car purchase,15,2016-01-18,
4090,26040,6.5455,A,Accountant,>5 years,MORTGAGE,144000,2015-11-02,0,Debt consolidation,7,2015-12-20,
4091,26600,17.0429,D,Taxi driver,>5 years,RENT,87400,2015-05-19,0,Other,7,2016-01-20,
4092,11160,12.6003,C,Nurse,<=5 years,RENT,87420,2014-07-08,0,Debt consolidation,8,2016-01-19,
4093,20160,16.1405,D,Dentist,<=5 years,MORTGAGE,117120,2014-01-01,0,Debt consolidation,20,2016-01-15,
4094,4650,13.7102,C,Accountant,<=5 years,MORTGAGE,63020,2015-05-08,0,Debt consolidation,9,2016-01-20,
4095,13248,21.18,E,Dentist,>5 years,RENT,45500,2014-04-13,0,Debt consolidation,18,2016-01-08,
4096,6696,11.4908,B,Software developer,<=5 years,MORTGAGE,44620,2014-03-24,0,Home improvements,7,2015-12-08,
4097,5000,7.8624,A,Other,<=5 years,MORTGAGE,86000,2014-12-27,0,Debt consolidation,10,2015-06-01,
4098,17460,7.5744,A,Taxi driver,>5 years,MORTGAGE,60720,2015-10-07,0,Debt consolidation,7,2016-01-24,
4099,35000,15.61,D,Secretary,<=5 years,OWNER,160050,2015-09-06,0,Debt consolidation,11,2015-12-25,
4100,24000,22.8988,E,Accountant,>5 years,OWNER,180500,2013-08-23,0,Other,12,2014-12-21,
4101,32858.75,22.7409,E,Bus driver,>5 years,RENT,148800,2015-08-10,0,Debt consolidation,19,2015-11-19,
4102,32550,16.6098,D,Software developer,>5 years,MORTGAGE,94860,2015-03-07,0,Debt consolidation,14,2016-01-15,
4103,6510,5.7285,A,Software developer,<=5 years,RENT,71250,2014-11-23,0,Debt consolidation,13,2015-12-12,
4104,14100,6.5538,A,Other,>5 years,MORTGAGE,61880,2014-02-22,0,Debt consolidation,18,2015-12-06,
4105,9500,7.5256,B,Civil Servant,>5 years,MORTGAGE,161500,2015-10-16,0,Debt consolidation,7,2016-01-07,
4106,34300,11.6755,C,Accountant,<=5 years,MORTGAGE,73500,2015-04-04,0,Debt consolidation,8,2015-12-17,
4107,7920,16.9246,C,Bus driver,>5 years,RENT,35720,2013-05-06,0,Debt consolidation,13,2013-12-22,
4108,11625.25,23.7405,E,Statistician,<=5 years,RENT,57330,2015-07-01,0,Home improvements,9,2016-01-14,
